nom,tailleMot,nbResults
memoer,6,250000
opsigelsen,10,89000
knuser,6,578000
reklamens,9,4030000
supertanker,11,792000
juli,4,509000000
charlottenlund,14,3310000
legionerne,10,1690
modtagere,9,632000
andreas,7,403000000
brede,5,25500000
studieformen,12,14400
afsvaling,9,2690
egner,5,3860000
kontoen,7,4310000
eksperiment,11,3490000
livvagt,7,33000
atomist,7,206000
blodspor,8,120000
familiegruppe,13,123000
knubs,5,86600
forbud,6,3960000
henledes,8,69600
romantisme,10,7680000
brugervejledninger,18,110000
races,5,307000000
figurtype,9,4320
besvares,8,983000
arkivfilm,9,111000
frederik,8,28800000
marcos,6,396000000
ismejeriet,10,47900
observationsevne,16,4060
manipulation,12,125000000
delepunktet,11,8290
realiserede,11,526000
datamatsyn,10,557
andengradsligninger,19,8520
mellemuddannelsen,17,4310
mads,4,31600000
periferis,9,19900000
udgangene,9,21200
udvalg,6,17300000
jensens,7,3100000
bevilligede,11,19700
synkroniseringen,16,52600
ordsprog,8,438000
heltedigt,9,10900
nonsens,7,2550000
foreligger,10,3200000
algebraisk,10,65900
interviewer,11,21300000
budskab,7,1190000
procedurer,10,1170000
bagfra,6,2220000
hyldest,7,878000
tolkes,6,869000
foran,5,1070000000
udviklingsfase,14,28300
arkivfilm,9,111000
arbejdspladsens,15,78100
boldgade,8,46100
manipulations,13,20600000
besejre,7,179000
arbejdstiden,12,410000
familietraditioner,18,8380
uvirkeligt,10,65300
kusse,5,2160000
udbyttet,8,277000
mennesket,9,2610000
dejlige,7,5420000
prinsgemal,10,10700
sti,3,157000000
omgiver,7,255000
forene,6,542000
splintret,9,23700
somalia,7,326000000
bruddet,7,521000
slikket,7,397000
undgik,6,180000
dubletterne,11,113000
salaten,7,1560000
hverv,5,255000
mission,7,914000000
tids,4,521000000
servante,8,3700000
kommanderede,12,22900
forbindelsen,12,1490000
drejede,7,526000
nydannede,9,36300
boliger,7,13000000
minimale,8,45800000
slutdato,8,414000
ps,2,1390000000
gemalinder,10,1140
partiet,7,5490000
ledende,7,5910000
obsidian,8,43700000
handicap,8,108000000
egner,5,3860000
intellektuelt,13,154000
lufthavns,9,162000
nordside,8,151000
billede,7,64900000
rundt,5,52100000
vedtaget,8,1770000
skjoldet,8,148000
musik,5,606000000
julefrokost,11,1440000
tilstand,8,8410000
peppet,6,287000
plantet,7,699000000
bagvendte,9,13800
relatere,8,292000
anmelder,8,3380000
diskuterede,11,214000
abortere,8,36900
kastes,6,4200000
storbyen,8,614000
upersonlige,11,52200
afskrivning,11,237000
lyndon,6,22800000
ydes,4,1160000
rolf,4,96300000
ibs,3,46400000
indgang,7,2150000
tusindfryd,10,203000
tips,4,1990000000
ombringe,8,5560
seminar,7,216000000
indstilling,11,2380000
arve,4,8450000
vincent,7,645000000
organisationsteorien,20,41300
nuancere,8,57800
mulatter,8,32400
version,7,3330000000
grunde,6,25800000
indikativ,9,1380000
asynkron,8,87000
enklere,7,7640000
mig,3,287000000
detekteres,10,8530
opbevare,8,626000
parterne,8,716000
tilbageholdende,15,197000
uigennemskuelige,16,38300
jacobsen,8,45300000
designede,9,2910000
hvilken,7,22500000
min,3,2580000000
hoftroldmanden,14,81
