nom,tailleMot,nbResults
tilsvining,10,29700
avskjedsord,11,2900
ar,2,2620000000
encyklopedi,11,980000
interessene,11,219000
genererer,9,654000
koder,5,6820000
veid,4,917000
tusjen,6,18700
integrering,11,1460000
betraktet,9,375000
lufttrykket,11,93900
besluttsomt,11,8530
angrepslinje,12,1270
utflukten,9,32900
joner,5,1570000
innsparing,10,92000
befatter,8,510000
lengter,7,411000
artianer,8,1580
sidespor,8,210000
sete,4,103000000
forulykka,9,5800
spenningene,11,44100
polarkoordinater,16,4820
dragning,8,672000
sengeleiet,10,1090
rakkeren,8,38300
ara,3,375000000
apokalyptisk,12,99800
bardunere,9,1480
vestindieren,12,111
integriteten,12,447000
spanderer,9,294000
avlire,6,91900
apotekets,9,281000
deltakende,10,197000
rekognoseringa,14,48200
homoseksualiteten,17,4820
programutkast,13,6990
jubilere,8,76200000
trasserte,9,336
utviklingsarbeid,16,427000
betids,6,18000
leilighet,9,5470000
tjuvjo,6,1760
oppdager,8,1130000
kommisjoner,11,458000
duble,5,8220000
odysse,6,2770000
normalspenningen,16,6060
bebrillet,9,4040
nei,3,372000000
utbygging,9,1440000
tilkobles,9,789000
refuge,6,67600000
slitesterk,10,839000
bossekop,8,280000
messe,5,84200000
forsvareren,11,1630000
kapellet,8,710000
permisjon,9,932000
mopeder,7,2760000
velvalgt,8,53400
tretne,6,6580
halvdelen,9,2770000
dreiningen,10,23200
klonet,6,50900
bagvogner,9,1560
melonen,7,2900000
resitativet,11,658
nappa,5,44300000
salathoder,10,1610
kinin,5,1040000
gjestebud,9,67700
plassmangel,11,120000
kvige,5,41200
lang,4,1280000000
sladderen,9,22800
arvelige,8,216000
vrake,5,213000
maldiveren,10,350
strikker,8,757000
anmerkte,8,200000
blek,4,6440000
aborten,7,286000
grammatiker,11,289000
vitriol,7,5190000
opplendingen,12,1240
tungest,7,45700
reguleringsplaner,17,266000
aktivitetshuset,15,168000
innleier,8,11100
ry,2,177000000
medmenneske,11,191000
forvisningen,12,1090000
frigitt,7,202000
pressede,8,12500000
plomben,7,497000
kolosen,7,5540
molekylene,10,613000
fundert,7,244000
arbeides,8,389000
ritt,4,9020000
kreditbank,10,1420000
trevl,5,57800
tempora,7,13100000
knallet,7,28100
skigard,7,58500
kenguru,7,1940000
revolveren,10,544000
samstundes,10,324000
utvannet,8,91200
fett,4,64900000
friserte,8,16600
vinkelhastighet,15,13900
tysbasten,9,11600
