nom,tailleMot,nbResults
desvalorizamos,14,55900
adjudicadora,12,748000
decapitasen,11,4480
boticaria,9,251000
normalicemos,12,9820
abreviaste,10,2930
barretear,9,8820
cimbreante,10,25800
teniente,8,15000000
lacrimatorio,12,7340
relajes,7,409000
disimularon,11,39500
removiese,9,6460
preservemos,11,94100
espolvorear,11,1570000
pantomimos,10,63800
falleciera,10,523000
taja,4,11400000
rememorasteis,13,570
recobres,8,795000
embrutecidas,12,73500
entrases,8,17000
aprisionaremos,14,1510
encogida,8,635000
despidos,8,6590000
plagar,6,142000
circunscrito,12,840000
blanqueo,8,4730000
juramentaste,12,1720
aplazamos,9,50400
pago,4,487000000
avarientas,10,21100
desgraciasteis,14,842
editen,6,500000
bezudas,7,2220
practicada,10,3000000
viciemos,8,2700
desvanecer,10,792000
afilasteis,10,1590
enfermen,8,244000
estremecieron,13,301000
avisadores,10,463000
deshumanizadas,14,168000
formativas,10,6200000
inquietante,11,7130000
descoronazados,14,0
asaseis,7,2470
disipaban,9,26400
enclave,7,42300000
acoplabais,10,1810
aprehendieron,13,858000
injuriaba,9,22400
absortaste,10,800
bombease,8,2790
desplegasen,11,8540
urdidas,7,59500
braveaba,8,2210
domines,7,382000
sobreviviremos,14,81800
pugnacidad,10,24000
afirmada,8,682000
postulantes,11,7680000
aparcaremos,11,15900
captaba,7,406000
deshonradoras,13,857
tratas,6,2750000
seudos,6,136000
chispeaste,10,1360
crepitaban,10,14600
suntuoso,8,971000
rijosas,7,6980
galos,5,47700000
apuntes,7,18900000
pian,4,38900000
favorecierais,13,1870
cauterizarais,13,574
repugnes,8,9450
americanas,10,57700000
adquisidoras,12,2800
comparecieseis,14,1270
embalasteis,11,1300
descamisado,11,239000
enterneciesen,13,1500
termal,6,25700000
salazones,9,480000
emancipamos,11,6500
autorizados,11,25700000
figuraron,9,400000
atrajeses,9,1010
aconsejarais,12,72600
sospechas,9,5880000
empanados,9,728000
ardiesen,8,7460
expusieron,10,3090000
agracies,8,2800
pago,4,488000000
ovacionaron,11,133000
definitivos,11,5970000
presos,6,45000000
lanosas,7,20500
charlando,9,2190000
orientaba,9,227000
mansiones,9,8250000
tumbo,5,4590000
adquisitiva,11,835000
adoctrinaban,12,9150
apisonabas,10,764
torturadores,12,828000
emancipaseis,12,527
preponderabas,13,787
viro,4,21800000
altruismo,9,2150000
adopten,7,3140000
capturasen,10,495000
meridianas,10,278000
diecinueve,10,5050000
locales,7,281000000
emparentados,12,398000
revenden,8,662000
suponen,7,7880000
austeras,8,432000
explicita,9,3520000
resoplasteis,12,855
infestado,9,746000
entresacaba,11,6650
ciframos,8,25100
incontrovertible,16,1930000
impulso,7,42600000
vomitivos,9,268000
aprovisionado,13,48500
imbuyendo,9,8690
sonreiste,9,213000
repatriaseis,12,454
meditaba,8,278000
plegando,8,156000
binarias,8,2520000
gime,4,6070000
decoran,7,1960000
encarrilabas,12,24900
isabel,6,302000000
hedid,5,501000
tintaremos,10,1790
enorgulleciesen,15,206000
anochecen,9,8070
gasten,6,20000000
moderabas,9,1240
humeando,8,96900
numerada,8,2620000
endurecemos,11,15400
descorchan,10,22700
laboraremos,11,30200
estropajosas,12,3840
excito,6,841000
pio,3,81000000
agregaste,9,2670000
trataseis,9,3470
fortalecieses,13,1790
rareza,6,2670000
acribillase,11,1570
bastedades,10,5960
abalorio,8,1150000
desenfadadaderas,16,2960
trasluciesen,12,1560
infundiendo,11,148000
sacadas,7,7520000
menoscababas,12,28400
abrigasteis,11,2120
velemos,7,68000
educados,8,5920000
ninguna,7,175000000
gaditanas,9,235000
degradasteis,12,1500
depresivas,10,1320000
ligado,6,39900000
ladran,6,907000
entregado,9,25000000
hablados,8,2240000
desaguaremos,12,6490
aeraciones,10,4040
mueblistas,10,90400
esfumases,9,1270
riel,4,45500000
reisteis,8,2850
enrojecieran,12,21200
peligrosos,10,17400000
endeudado,9,684000
moralizaban,11,1670
obtuvieran,10,324000
supisteis,9,73400
contestaciones,14,891000
derivases,9,4590
transfundan,11,2510
